id, , , , ,
0, 正常な意識はありますか？,1,2,1,3, 0:1:2:3:4:5:6:,
1, 外傷はありますか？,3,4,1,1, , 
2, 脈はありますか？,5,-1,3,3, , 1:2:
3, やけどしていますか？,7,8,2,1, , 
4, のどに物をつまらせましたか？,-1,10,2,1, 4:, 
5, 正常な呼吸をしていますか？,11,12,3,3, , 0:
6, ,-1,-1, , , , 
7, 広範囲をやけどしていますか？,-1,-1,3,2, 0:,
8, 骨折していますか？,17,-1,2,1, 6:, 
9, ,-1,-1, , , , 
10, 手足のしびれ、力が入らないなどの症状はありますか？,-1,22,3,1, 0:, 
11, 熱中症を起こしていますか？,-1,-1,3,3, 0:5:, 0:
12, のどに物を詰まらせましたか？,-1,-1,3,3, 4:, 0:
13, ,-1,-1, , , , 
14, ,-1,-1, , , , 
15, ,-1,-1, , , , 
16, ,-1,-1, , , , 
17, 首、腰を骨折していますか？,-1,-1,3,2, 0:6:, 6:
18, ,-1,-1, , , , 
19, ,-1,-1, , , , 
20, ,-1,-1, , , , 
21, ,-1,-1, , , , 
22, 呼吸がおかしい、ゼーゼーしていますか？,-1,-1,2,1, ,
23, ,-1,-1, , , , 
24, ,-1,-1, , , , 
25, ,-1,-1, , , , 
26, ,-1,-1, , , , 
27, ,-1,-1, , , , 
28, ,-1,-1, , , , 
29, ,-1,-1, , , , 
30, ,-1,-1, , , , 
