id, , , , ,
0, 意識がありますか,1,2,2,3, , 0:
1, 出血は多いですか,3,4,3,2, 3:, 
2, 出血は多いですか,-1,6,3,2, 3:, 
3, ,-1,-1,0,0, , 
4, 幹部が変形していますか,9,-1,3,2, , 
5, ,-1,-1, , , , 
6, 何か固形物を飲み込みましたか,-1,-1,2,0, 4:, 
7, ,-1,-1, , , , 
8, ,-1,-1, , , , 
9, 身動きができない状態ですか,-1,20,3,2, 0:6:, 
10, ,-1,-1, , , , 
11, ,-1,-1, , , , 
12, ,-1,-1, , , , 
13, ,-1,-1, , , , 
14, ,-1,-1, , , , 
15, ,-1,-1, , , , 
16, ,-1,-1, , , , 
17, ,-1,-1, , , , 
18, ,-1,-1, , , , 
19, ,-1,-1, , , , 
20, 激しい痛みがありますか,-1,-1,3,1, 6:, 
21, ,-1,-1, , , , 
22, ,-1,-1, , , , 
23, ,-1,-1, , , , 
24, ,-1,-1, , , , 
25, ,-1,-1, , , , 
26, ,-1,-1, , , , 
27, ,-1,-1, , , , 
28, ,-1,-1, , , , 
29, ,-1,-1, , , , 
30, ,-1,-1, , , , 
